2017/07/07 00:00:22,2.66
2017/07/07 00:00:57,3.77
2017/07/07 00:01:32,2.88
2017/07/07 00:02:07,3.93
2017/07/07 00:02:41,3.48
2017/07/07 00:03:15,2.75
2017/07/07 00:03:50,2.40
2017/07/07 00:04:24,2.47
2017/07/07 00:04:59,2.66
2017/07/07 00:05:33,2.21
2017/07/07 00:06:07,2.15
2017/07/07 00:06:42,3.03
2017/07/07 00:07:16,2.03
2017/07/07 00:07:51,2.79
2017/07/07 00:08:25,2.33
2017/07/07 00:09:00,3.07
2017/07/07 00:09:35,2.82
2017/07/07 00:10:09,1.99
2017/07/07 00:10:44,2.05
2017/07/07 00:11:19,2.79
2017/07/07 00:11:53,2.73
2017/07/07 00:12:27,2.46
2017/07/07 00:13:02,2.44
2017/07/07 00:13:37,2.93
2017/07/07 00:14:12,3.40
2017/07/07 00:14:47,2.29
2017/07/07 00:15:21,2.82
2017/07/07 00:15:55,2.75
2017/07/07 00:16:30,3.91
2017/07/07 00:17:04,2.42
2017/07/07 00:17:39,2.31
2017/07/07 00:18:13,2.77
2017/07/07 00:18:50,2.48
2017/07/07 00:19:24,3.40
2017/07/07 00:19:58,2.67
2017/07/07 00:20:32,2.30
2017/07/07 00:21:06,2.31
2017/07/07 00:21:41,2.03
2017/07/07 00:22:16,2.49
2017/07/07 00:22:50,2.35
2017/07/07 00:23:25,2.94
2017/07/07 00:24:00,2.10
2017/07/07 00:24:34,2.46
2017/07/07 00:25:08,2.09
2017/07/07 00:25:43,2.59
2017/07/07 00:26:17,2.78
2017/07/07 00:26:51,2.42
2017/07/07 00:27:25,2.17
2017/07/07 00:27:59,3.04
2017/07/07 00:28:34,2.54
2017/07/07 00:29:09,2.19
2017/07/07 00:29:43,13.5
2017/07/07 00:30:19,2.17
2017/07/07 00:30:55,3.34
2017/07/07 00:31:30,2.85
2017/07/07 00:32:04,2.49
2017/07/07 00:32:39,2.48
2017/07/07 00:33:13,2.95
2017/07/07 00:33:47,2.19
2017/07/07 00:34:22,2.10
2017/07/07 00:34:56,2.31
2017/07/07 00:35:30,2.00
2017/07/07 00:36:05,2.00
2017/07/07 00:36:39,3.15
2017/07/07 00:37:13,2.40
2017/07/07 00:37:49,2.61
2017/07/07 00:38:23,2.54
2017/07/07 00:38:58,12.9
2017/07/07 00:39:33,2.80
2017/07/07 00:40:08,2.90
2017/07/07 00:40:43,2.70
2017/07/07 00:41:17,3.25
2017/07/07 00:41:51,2.62
2017/07/07 00:42:26,3.74
2017/07/07 00:43:01,2.88
2017/07/07 00:43:35,2.35
2017/07/07 00:44:10,2.04
2017/07/07 00:44:45,2.56
2017/07/07 00:45:19,2.68
2017/07/07 00:45:53,2.79
2017/07/07 00:46:28,2.66
2017/07/07 00:47:02,2.65
2017/07/07 00:47:37,2.44
2017/07/07 00:48:11,3.15
2017/07/07 00:48:46,2.94
2017/07/07 00:49:20,2.73
2017/07/07 00:49:54,2.59
2017/07/07 00:50:29,2.29
2017/07/07 00:51:03,2.50
2017/07/07 00:51:37,2.74
2017/07/07 00:52:12,2.47
2017/07/07 00:52:47,2.80
2017/07/07 00:53:22,2.58
2017/07/07 00:53:57,2.17
2017/07/07 00:54:31,5.41
2017/07/07 00:55:05,2.04
2017/07/07 00:55:40,2.07
2017/07/07 00:56:14,1.97
2017/07/07 00:56:50,2.20
2017/07/07 00:57:25,4.43
2017/07/07 00:57:59,2.65
2017/07/07 00:58:34,2.18
2017/07/07 00:59:08,4.67
2017/07/07 00:59:43,3.82
2017/07/07 01:00:17,2.57
2017/07/07 01:00:52,2.91
2017/07/07 01:01:26,2.04
2017/07/07 01:02:00,2.47
2017/07/07 01:02:35,2.87
2017/07/07 01:03:10,2.26
2017/07/07 01:03:44,2.03
2017/07/07 01:04:18,2.66
2017/07/07 01:04:52,2.83
2017/07/07 01:05:27,2.13
2017/07/07 01:06:03,2.40
2017/07/07 01:06:38,2.65
2017/07/07 01:07:13,2.26
2017/07/07 01:07:47,2.40
2017/07/07 01:08:21,1.96
2017/07/07 01:08:55,8.91
2017/07/07 01:09:29,3.21
2017/07/07 01:10:04,2.56
2017/07/07 01:10:40,4.04
2017/07/07 01:11:14,16.8
2017/07/07 01:11:49,3.71
2017/07/07 01:12:23,2.21
2017/07/07 01:12:58,2.80
2017/07/07 01:13:32,3.08
2017/07/07 01:14:08,2.33
2017/07/07 01:14:45,2.53
2017/07/07 01:15:20,2.74
2017/07/07 01:15:54,2.01
2017/07/07 01:16:29,2.89
2017/07/07 01:17:03,3.05
2017/07/07 01:17:37,10.4
2017/07/07 01:18:11,2.69
2017/07/07 01:18:45,4.16
2017/07/07 01:19:20,2.28
2017/07/07 01:19:55,2.73
2017/07/07 01:20:29,2.62
2017/07/07 01:21:03,2.72
2017/07/07 01:21:38,2.74
2017/07/07 01:22:14,2.06
2017/07/07 01:22:48,2.38
2017/07/07 01:23:23,2.91
2017/07/07 01:23:57,2.50
2017/07/07 01:24:32,2.72
2017/07/07 01:25:06,2.15
2017/07/07 01:25:41,4.24
2017/07/07 01:26:15,4.17
2017/07/07 01:26:50,3.04
2017/07/07 01:27:25,9.92
2017/07/07 01:28:00,2.68
2017/07/07 01:28:35,2.63
2017/07/07 01:29:09,2.48
2017/07/07 01:29:44,2.19
2017/07/07 01:30:19,2.27
2017/07/07 01:30:54,2.42
2017/07/07 01:31:28,4.29
2017/07/07 01:32:03,2.08
2017/07/07 01:32:37,2.80
